loan_id,applicant_name,pan_number,age,gender,city,state,education,employment_status,months_employed,annual_income_inr,annual_income_stated_inr,property_ownership,loan_id_duplicate,loan_amount_inr,loan_purpose,loan_grade,interest_rate,loan_term_months,application_date,credit_score,num_credit_lines,num_open_accounts,num_late_payments,dti_ratio,bankruptcies,loan_to_income_ratio,default_status,default_label
LN1000679,Manish Patil,AUWLB0863D,32,Male,Jaipur,Rajasthan,10th Pass,Part-Time,42,514417,518301,Own,LN1000679,246507,Agriculture,B,8.05,36,2022-04-16,751,14,8,1,10.93,0,0.4792,0,No Default
LN1000680,Anita Yadav,VORWD5577Q,41,Female,Mysuru,Karnataka,Graduate,Self-Employed,31,,379815,Parental Home,LN1000680,290486,Medical Emergency,D,9.4,24,2021-10-30,707,14,3,1,18.14,0,0.7543,0,No Default
LN1000681,Pradeep Chatterjee,DTMFR8339A,31,Male,Meerut,Uttar Pradesh,Professional Degree,Unemployed,38,313059,271603,Mortgaged,LN1000681,436976,Credit Card Payoff,F,13.49,36,2022-04-04,559,17,8,1,36.54,0,1.3958,1,Default
LN1000682,Archana Bhatt,UQFBD8521A,31,Female,Thane,Maharashtra,Post-Graduate,Salaried,10,1069413,1276027,Parental Home,LN1000682,597567,Consumer Durables,F,10.86,60,2023-11-28,608,2,13,0,9.69,0,0.5588,0,No Default
LN1000683,Komal Bose,VLBDK9885T,42,Female,Bengaluru,Karnataka,Illiterate,,37,290774,427714,Company Provided,LN1000683,349485,Wedding Expenses,D,14.3,48,2021-08-28,689,8,2,2,47.47,2,1.2019,1,Default
LN1000684,Deepa Sharma,RWQLQ1861X,38,Female,Patna,Bihar,Graduate,Unemployed,,237461,299859,Rented,LN1000684,366329,Medical Emergency,F,12.85,48,2023-02-09,552,5,3,1,48.07,0,1.5427,1,Default
LN1000685,Nitesh Yadav,SFMHC5323Z,38,Male,Delhi,Delhi,Professional Degree,Unemployed,40,659489,701138,Parental Home,LN1000685,400438,Business Expansion,D,14.31,12,2020-09-17,707,7,14,1,39.91,0,0.6072,1,Default
LN1000686,Shubham Bhat,CKLAL5036V,39,Male,Jaipur,Rajasthan,10th Pass,Contract/Freelance,,274393,237963,Rented,LN1000686,252424,Travel,E,11.26,36,2021-01-27,630,16,5,1,18.18,0,0.9199,1,Default
LN1000687,Abhilasha Doshi,QBXZM7293Q,21,Female,Raipur,Chhattisgarh,Illiterate,,76,250186,244390,Own,LN1000687,189515,Personal Use,F,14.67,72,2022-05-11,620,16,11,2,55.7,0,0.7575,1,Default
LN1000688,Puja Reddy,FXNNE1654Z,42,Female,Srinagar,Jammu & Kashmir,Illiterate,Retired,24,186062,208462,Mortgaged,LN1000688,105999,Business Expansion,D,14.62,24,2023-09-23,706,17,12,0,,0,0.5697,0,No Default
LN1000689,Deepa Oberoi,DURYB8496F,41,Female,Rajkot,Gujarat,Graduate,Contract/Freelance,8,331125,334080,Own,LN1000689,222658,Consumer Durables,D,11.01,60,2022-02-15,685,7,14,0,37.21,0,0.6724,0,No Default
LN1000690,Mansi Bajaj,OYUND3936M,24,Female,Kanpur,Uttar Pradesh,Diploma,Unemployed,95,420992,438249,Company Provided,LN1000690,504438,Credit Card Payoff,E,15.31,60,2023-10-19,621,8,10,4,,0,1.1982,1,Default
LN1000691,Zubin Dubey,BATGR4632Y,32,Male,Jodhpur,Rajasthan,Professional Degree,Retired,,511884,572162,Rented,LN1000691,221452,Agriculture,C,13.42,60,2024-03-12,742,8,10,1,,0,0.4326,0,No Default
LN1000692,Tarun Tripathi,VTGXE8740T,34,Male,Raipur,Chhattisgarh,Graduate,Retired,121,782918,854886,Mortgaged,LN1000692,306672,Business Expansion,F,11.87,84,2020-12-22,563,11,8,0,42.96,0,0.3917,1,Default
LN1000693,Anu Chaudhary,GATLJ6011O,999,Female,Kolkata,West Bengal,Post-Graduate,Self-Employed,27,606911,854895,Rented,LN1000693,502073,Travel,D,13.82,36,2023-06-14,699,15,1,5,,0,0.8273,1,Default
LN1000694,Sunita Dubey,JZOFG4221Q,38,Female,Aurangabad,Maharashtra,Post-Graduate,Unemployed,65,394540,552954,Own,LN1000694,521509,Business Expansion,D,13.85,60,2023-03-11,697,18,4,4,34.48,0,1.3218,1,Default
LN1000695,Jagdish Shah,VEPQR2883N,49,Male,Lucknow,Uttar Pradesh,Professional Degree,Self-Employed,38,392810,398155,Own,LN1000695,170131,Debt Consolidation,E,14.35,24,2021-09-08,625,6,1,1,48.59,0,0.4331,0,No Default
LN1000696,Pankaj Joshi,OWIRY7512P,45,Male,Pune,Maharashtra,Illiterate,Salaried,,600846,729891,Rented,LN1000696,727916,Home Renovation,D,15.82,36,11 Apr 2022,676,12,1,1,70.18,0,1.2115,1,Default
LN1000697,Dinesh Chaudhary,NJXWU4685E,21,Male,Guwahati,Assam,Illiterate,Retired,53,949358,808144,Parental Home,LN1000697,797426,Business Expansion,G,12.05,36,2023-01-27,,15,12,1,14,0,0.84,0,No Default
LN1000698,Dev Menon,UHDFP3299I,41,Male,Vadodara,Gujarat,Professional Degree,,152,477246,573231,Mortgaged,LN1000698,164243,,C,11.39,24,2024-09-03,723,6,5,1,33.44,0,0.3441,0,No Default
LN1000699,Aarav Krishnan,KJWEH5256J,48,Male,Lucknow,Uttar Pradesh,Post-Graduate,Retired,70,333874,378138,Parental Home,LN1000699,203478,Consumer Durables,E,9.52,72,2020-01-01,635,18,6,0,17.29,0,0.6094,0,No Default
LN1000700,Krishna Menon,KBSCM9203I,38,Male,Raipur,Chhattisgarh,Professional Degree,,44,243843,225487,Company Provided,LN1000700,833812,Education Fees,F,16.23,60,2021-09-14,608,9,1,1,58.88,0,3.4195,1,Default
LN1000701,Gaurav Banerjee,FXBFV3790P,45,Male,Jaipur,Rajasthan,Diploma,Unemployed,224,185883,229193,Parental Home,LN1000701,326832,Travel,C,9.66,36,2021-08-10,733,8,11,0,,0,1.7583,1,Default
LN1000702,Sanjay Yadav,BYXST0995T,55,Male,Jaipur,Rajasthan,Illiterate,Retired,14,659846,597978,Rented,LN1000702,76584,Medical Emergency,F,10.39,24,2021-03-06,593,14,6,2,13.35,1,0.1161,1,Default
LN1000703,Isha Mittal,YXMDS1423P,45,Female,Delhi,Delhi,Post-Graduate,Contract/Freelance,3,625800,650877,Rented,LN1000703,135974,Travel,G,13.88,36,2022-05-30,537,19,5,1,44.57,1,0.2173,1,Default
LN1000704,Mohan Malhotra,HWZAB7858V,37,Male,Ghaziabad,Uttar Pradesh,Graduate,Contract/Freelance,1,625569,676785,Company Provided,LN1000704,304200,Credit Card Payoff,G,18.59,48,2024-05-28,525,19,4,0,61.16,0,0.4863,0,No Default
LN1000705,Aarav Krishnan,RAMKJ1751D,45,Male,Kolkata,West Bengal,Diploma,Government Employee,59,409545,330319,Company Provided,LN1000705,160471,Agriculture,D,14.63,60,2023-04-02,698,8,10,2,44.95,0,0.3918,0,No Default
LN1000706,Simran Pandey,XZJFL0252X,36,Female,Varanasi,Uttar Pradesh,Post-Graduate,Part-Time,85,1029064,1115424,Company Provided,LN1000706,271197,Business Expansion,G,12.91,36,2023-05-27,547,2,5,0,38.07,0,0.2635,0,No Default
LN1000707,Sangita Menon,TVNBU8200O,35,Female,Coimbatore,Tamil Nadu,Post-Graduate,Part-Time,48,330885,305981,Rented,LN1000707,370525,Personal Use,B,13.71,24,2023-09-02,790,4,8,2,41.14,0,1.1198,1,Default
LN1000708,Anil Chopra,EBJRG2641C,31,Male,Bhubaneswar,Odisha,Graduate,Salaried,112,784782,783257,Own,LN1000708,1008100,Travel,G,16.72,36,2021-10-21,483,6,9,0,56.22,0,1.2846,1,Default
LN1000709,Anita Sinha,BYFSV8843L,50,Female,Kanpur,Uttar Pradesh,Post-Graduate,,57,432247,451867,Rented,LN1000709,295576,Wedding Expenses,B,8.92,36,2022-08-10,785,3,11,0,21.89,0,0.6838,0,No Default
LN1000710,Sachin Nair,UHQNG6509W,26,Male,Ahmedabad,Gujarat,Post-Graduate,Part-Time,22,307118,247433,Own,LN1000710,767412,Medical Emergency,E,11.08,48,2022-06-23,,3,14,1,33.32,0,2.4988,1,Default
LN1000711,Kiran Doshi,YMCXV5351X,50,Male,Nashik,Maharashtra,10th Pass,Retired,9,631288,621075,Company Provided,LN1000711,984739,Business Expansion,E,10.88,36,2022-06-24,642,19,12,1,28.21,0,1.5599,1,Default
LN1000712,Chetan Jadhav,VDZSQ4140I,39,Male,Bhopal,Madhya Pradesh,Diploma,Self-Employed,124,565678,584775,Company Provided,LN1000712,988572,Debt Consolidation,F,11.09,36,2023-10-15,606,11,2,0,17.48,0,1.7476,1,Default
LN1000713,Kusum Pawar,PHZBW3034H,21,Female,Amritsar,Punjab,12th Pass,Retired,5,548083,550830,Mortgaged,LN1000713,442116,Medical Emergency,D,11.7,36,2021-03-13,681,10,6,0,30.07,0,0.8067,0,No Default
LN1000714,Lokesh Das,FELBH5306K,0,Male,Kanpur,Uttar Pradesh,Illiterate,Part-Time,37,464523,425960,Company Provided,LN1000714,91646,Travel,E,13.22,48,2022-11-12,646,12,3,1,51.62,0,0.1973,1,Default
LN1000715,Sachin Ghosh,XXVPT3844X,21,Male,Rajkot,Gujarat,12th Pass,Contract/Freelance,18,432468,370542,Own,LN1000715,500107,Wedding Expenses,C,12.25,36,2022-08-27,738,14,2,1,43.5,0,1.1564,1,Default
LN1000716,Suresh Bajaj,YTUOY9295N,41,Male,Meerut,Uttar Pradesh,10th Pass,Government Employee,15,,1682110,Mortgaged,LN1000716,754552,Travel,E,14.87,60,2024-06-13,659,18,12,2,,0,0.4069,1,Default
LN1000717,Parth Bhat,OONEJ7910Z,43,Male,Raipur,Chhattisgarh,Graduate,Unemployed,49,,692703,Rented,LN1000717,342235,Vehicle Purchase,E,14.34,60,2024-06-18,662,9,14,2,37.2,0,0.3801,0,No Default
LN1000718,Mukesh Oberoi,RHZUH5022I,29,Male,Indore,Madhya Pradesh,10th Pass,Unemployed,12,682621,636892,Company Provided,LN1000718,1228382,Agriculture,F,13.67,60,2024-02-16,620,15,13,0,42.85,0,1.7995,1,Default
LN1000719,Deepak Iyer,UVPDO3214O,36,Male,Chandigarh,Punjab,10th Pass,,119,473108,588669,Own,LN1000719,661247,Home Renovation,E,11.17,24,2020-12-13,645,3,1,2,22.99,0,1.3977,0,No Default
LN1000720,Vikram Agarwal,AAJQO4508R,54,Male,Mumbai,Maharashtra,Diploma,Retired,25,809598,670588,Parental Home,LN1000720,539172,Business Expansion,D,11.29,12,2023-09-11,674,11,4,0,30.36,0,0.666,0,No Default
LN1000721,Kavya Sinha,IBETH8161T,29,Female,Rajkot,Gujarat,Post-Graduate,Retired,54,603678,722251,Parental Home,LN1000721,774882,VEHICLE PURCHASE,G,14.59,36,22 Jun 2020,513,10,8,2,,0,1.2836,1,Default
LN1000722,Nitesh Narang,RGREN4352W,24,Male,Thane,Maharashtra,Illiterate,Self-Employed,62,449424,385894,Mortgaged,LN1000722,457420,Wedding Expenses,G,15.06,12,2021-08-04,542,18,3,2,39.16,2,1.0178,1,Default
LN1000723,Falak Shukla,ZZAVW5021Q,49,Female,Jaipur,Rajasthan,Graduate,,55,368745,418722,Company Provided,LN1000723,63261,Consumer Durables,D,13.96,36,2022-11-21,709,4,5,,,0,0.1716,0,No Default
LN1000724,Lalit Khanna,LNGIJ8468E,54,Male,Nashik,Maharashtra,Illiterate,Part-Time,112,421447,612999,Rented,LN1000724,255404,Wedding Expenses,E,11.9,12,2023-09-21,663,13,14,2,32.92,0,0.606,1,Default
LN1000725,Kritika Agarwal,APJZX3920L,35,Female,Bengaluru,Karnataka,Diploma,,12,150000,172279,Own,LN1000725,837366,Debt Consolidation,E,11.6,24,2023-07-20,635,6,10,0,29.34,1,5.5824,1,Default
LN1000726,Puja Kapoor,BYXAP8575S,45,Female,Indore,Madhya Pradesh,Graduate,Retired,4,502002,517658,Own,LN1000726,205805,Travel,E,17.99,24,2023-06-22,651,13,5,1,80,1,0.41,1,Default
LN1000727,Namrata Chopra,SYJPR1769H,48,Female,Ahmedabad,Gujarat,Diploma,Salaried,2,,341808,Rented,LN1000727,309765,Debt Consolidation,D,14.84,60,2021-11-17,677,5,5,3,48.6,0,0.9386,1,Default
LN1000728,Mona Rao,OZQTO1876V,27,Female,Thane,Maharashtra,Post-Graduate,Self-Employed,100,1150378,1372624,Parental Home,LN1000728,174314,Consumer Durables,F,12.95,36,2020-07-10,606,14,11,0,-1,0,0.1515,0,No Default
LN1000729,Omkar Menon,NLGVH2273O,30,Male,Amritsar,Punjab,Professional Degree,Salaried,173,447578,500861,Own,LN1000729,1262678,Agriculture,F,13.98,12,2024-08-03,,13,9,1,31.5,0,2.8211,0,No Default
LN1000730,Jitendra Banerjee,IZSLY4050L,47,Male,Lucknow,Uttar Pradesh,10th Pass,Government Employee,17,216776,238430,Rented,LN1000730,1175312,Agriculture,E,14.46,36,2024-03-18,665,14,8,5,28.23,0,5.4218,1,Default
LN1000731,Swati Bhosale,QPLKO8157N,51,Female,Kochi,Kerala,Post-Graduate,Government Employee,,429368,424927,Parental Home,LN1000731,195104,Personal Use,F,13.14,60,2021-04-26,,8,8,2,33.04,1,0.4544,0,No Default
LN1000732,Shubham Patel,RRPUI1451P,40,Male,Bengaluru,Karnataka,Post-Graduate,Retired,0,236174,262038,Parental Home,LN1000732,401558,Consumer Durables,D,13.35,60,2023-10-09,682,16,13,1,39.39,0,1.7003,1,Default
LN1000733,Bharat Dixit,QUXWA1259X,26,Male,Ghaziabad,Uttar Pradesh,Post-Graduate,Contract/Freelance,10,587742,465017,Parental Home,LN1000733,224954,Travel,G,9.16,24,2021-09-27,513,13,13,0,6.79,0,0.3827,0,No Default
LN1000734,Alka Bose,CWVAE0553N,54,Female,Bhubaneswar,Odisha,Professional Degree,Contract/Freelance,56,526795,511147,Parental Home,LN1000734,557078,Consumer Durables,C,8,60,05/04/2021,732,15,1,2,11.46,0,1.0575,0,No Default
LN1000735,Mukesh Kumar,JKOSD8856X,29,Male,Nashik,Maharashtra,10th Pass,Retired,3,785993,1044064,Own,LN1000735,517506,AGRICULTURE,D,8.61,36,2024-07-09,,19,1,1,25.45,1,0.6584,0,No Default
LN1000736,Kritika Malhotra,BTJLK4824E,31,Female,Mumbai,Maharashtra,10th Pass,Contract/Freelance,30,275259,327777,Own,LN1000736,639341,Agriculture,E,15.56,60,2021-02-11,670,1,2,5,38.11,1,2.3227,1,Default
LN1000737,Anita Singh,TSPVN1056O,38,Female,Kanpur,Uttar Pradesh,Graduate,Retired,52,,469876,Parental Home,LN1000737,-456956,Travel,C,12.16,60,2020-10-28,728,2,14,3,31.41,0,1.012,0,No Default
LN1000738,Mamta Khanna,JLNPY0235Q,50,Female,Surat,Gujarat,10th Pass,Self-Employed,69,195045,174795,Parental Home,LN1000738,2827163,Travel,B,15.51,60,2020-02-20,-1,18,8,2,57.17,1,14.4949,1,Default
LN1000739,Zubin Goel,PVLII1187X,43,Male,Bengaluru,Karnataka,Graduate,,29,673940,917988,Mortgaged,LN1000739,176390,Vehicle Purchase,C,9.87,60,2020-04-04,731,19,10,2,12.76,0,0.2617,0,No Default
LN1000740,Meera Malhotra,FNOQC2124F,39,Female,Varanasi,Uttar Pradesh,12th Pass,Self-Employed,47,603995,583818,Own,LN1000740,109379,Business Expansion,G,12.21,12,2021-05-16,502,8,1,0,23.73,0,0.1811,0,No Default
LN1000741,Ajay Desai,HXZTY6128Y,39,Male,Pune,Maharashtra,Professional Degree,Contract/Freelance,37,595694,545837,Mortgaged,LN1000741,275085,Business Expansion,G,16.5,48,2022-08-31,547,3,4,2,57.8,1,0.4618,1,Default
LN1000742,Pradeep Chaudhary,EPBXN1483J,35,Male,Amritsar,Punjab,Illiterate,Salaried,2,442843,480965,Own,LN1000742,120862,Vehicle Purchase,F,13.14,24,2023-06-05,600,14,9,0,,0,0.2729,1,Default
LN1000743,Mansi Jain,YOTNV2178O,40,Female,Hyderabad,Telangana,Professional Degree,,65,567424,555474,Mortgaged,LN1000743,127424,Agriculture,E,15.07,84,2024-10-06,652,9,2,0,48.27,1,0.2246,1,Default
LN1000744,Gaurav Mehta,XMCDH6987H,21,Male,Pune,Maharashtra,Illiterate,,9,1158461,878102,Mortgaged,LN1000744,179706,Business Expansion,D,13.29,36,2024-04-22,691,8,3,0,65.77,0,0.1551,0,No Default
LN1000745,Sapna Rao,SINHQ5773B,32,Female,Gurgaon,Haryana,Illiterate,Unemployed,,372854,314629,Mortgaged,LN1000745,189940,Travel,F,13.41,36,2020-05-29,591,17,11,4,24.59,0,0.5094,1,Default
LN1000746,Rupa Mittal,LYUIV6806A,37,Female,Bhopal,Madhya Pradesh,Professional Degree,,28,480790,495358,Rented,LN1000746,185677,Business Expansion,E,14.69,24,2022-07-21,664,16,6,3,33.51,2,0.3862,1,Default
LN1000747,Anjali Patel,GPWFF4414E,23,Female,Bhopal,Madhya Pradesh,Diploma,Contract/Freelance,,230573,205369,Mortgaged,LN1000747,520608,Medical Emergency,F,,24,2022-04-28,589,10,13,2,,0,2.2579,1,Default
LN1000748,Zubin Goel,FWYWT0052F,38,Male,Indore,Madhya Pradesh,Graduate,Government Employee,7,262772,217347,Company Provided,LN1000748,254146,Education Fees,F,9.43,48,2024-12-19,601,10,11,1,5.68,0,0.9672,1,Default
LN1000749,Gaurav Patil,BRPQG3598H,32,Male,Faridabad,Haryana,Illiterate,Part-Time,,469154,394177,Company Provided,LN1000749,319444,Business Expansion,G,12.94,36,2023-07-13,537,6,10,2,30.34,1,0.6809,1,Default
LN1000750,Nisha Sinha,WRMQP5229Y,52,Female,Jodhpur,Rajasthan,12th Pass,Self-Employed,5,858000,885563,Company Provided,LN1000750,677363,Home Renovation,F,14.6,36,2023-03-24,576,17,3,1,48.22,0,0.7895,0,No Default
LN1000751,Kavita Goel,TKLGL1963M,50,Female,Thane,Maharashtra,10th Pass,Salaried,21,379356,394779,Rented,LN1000751,211837,Medical Emergency,G,12.81,24,2021-02-02,541,16,4,1,43.11,0,0.5584,0,No Default
LN1000752,Chitra Sinha,SUMUM4225Z,30,Female,Guwahati,Assam,Graduate,Self-Employed,41,384020,455474,Mortgaged,LN1000752,300985,Consumer Durables,F,16.01,60,2024-01-11,571,15,9,2,44.29,0,0.7838,0,No Default
LN1000753,Abhilasha Singh,KOIRK8420P,33,Female,Raipur,Chhattisgarh,12th Pass,Unemployed,10,346579,304868,Mortgaged,LN1000753,467910,Wedding Expenses,C,11.68,12,2023-11-27,734,14,9,2,29.37,2,1.3501,0,No Default
LN1000754,Akash Sinha,SIVIK5126T,34,Male,Guwahati,Assam,Illiterate,Self-Employed,,320983,331342,Company Provided,LN1000754,93050,Credit Card Payoff,F,12.96,36,2022-02-25,574,4,10,5,25.16,0,0.2899,1,Default
LN1000755,Jitendra Patil,PDOYA3733Y,30,Male,Kolkata,West Bengal,10th Pass,Unemployed,,528069,506613,Rented,LN1000755,68224,Consumer Durables,A,13.17,48,2022-10-09,860,4,5,1,54.04,0,0.1292,0,No Default
LN1000756,Sachin Chatterjee,ORNJF1582Z,36,Male,Raipur,Chhattisgarh,,Government Employee,57,180168,205878,Parental Home,LN1000756,461520,Credit Card Payoff,D,11.36,36,2022-03-29,689,2,7,1,27.54,0,2.5616,1,Default
LN1000757,Pooja Dubey,EJKOG0875Q,27,Female,Hyderabad,Telangana,Post-Graduate,Self-Employed,32,,1013835,Company Provided,LN1000757,511145,Education Fees,E,11.6,24,2021-05-14,664,11,9,0,39.41,0,0.5357,0,No Default
LN1000758,Rohan Kulkarni,KMEHF7221Z,23,Male,Mumbai,Maharashtra,Graduate,Part-Time,21,29678000,329861,Own,LN1000758,1536402,Debt Consolidation,F,17.24,60,2020-10-29,581,4,8,4,37.45,0,5.1769,1,Default
LN1000759,Priya Mukherjee,JKVWW0577A,41,Female,Hyderabad,Telangana,Diploma,Government Employee,22,682243,849264,Company Provided,LN1000759,404604,Home Renovation,D,15.77,36,2023-09-05,706,16,11,2,56.93,2,0.593,1,Default
LN1000760,Mahesh Mittal,AVPDT7163K,41,Male,Delhi,Delhi,Illiterate,Unemployed,33,206488,225017,Rented,LN1000760,642947,Credit Card Payoff,F,15.46,24,2023-11-09,603,4,7,0,49.57,1,3.1137,1,Default
LN1000761,Ashok Gupta,LTHLC9534H,26,Male,Kanpur,Uttar Pradesh,Diploma,Unemployed,3,660864,809180,Own,LN1000761,315896,Vehicle Purchase,E,9.8,48,2020-01-12,659,1,12,1,15.57,0,0.478,0,No Default
LN1000762,Hitesh Mishra,ZOMXN2043L,43,Male,Amritsar,Punjab,Graduate,Retired,55,662096,571727,Rented,LN1000762,445993,CONSUMER DURABLES,A,8.38,12,2024-03-17,854,19,8,4,17.19,0,0.6736,0,No Default
LN1000763,Sangita Kumar,TSLPA7441J,28,Female,Agra,Uttar Pradesh,Illiterate,Part-Time,20,557111,468557,Parental Home,LN1000763,1163658,Debt Consolidation,E,11.92,36,2024-10-28,642,2,5,2,43.68,0,2.0887,1,Default
LN1000764,Aishwarya Singh,IVZCE8421T,37,Female,Srinagar,Jammu & Kashmir,12th Pass,Government Employee,12,243614,306617,Rented,LN1000764,81895,Wedding Expenses,C,11.03,60,2024-04-26,741,9,5,2,34.03,0,0.3362,0,No Default
LN1000765,Kalpana More,VNVTB4478B,43,Female,Pune,Maharashtra,Professional Degree,Government Employee,15,513871,566295,Mortgaged,LN1000765,483850,Credit Card Payoff,F,14.14,72,2024-12-18,593,13,5,2,28.17,0,0.9416,1,Default
LN1000766,Ashok Jadhav,IOKAR7753U,34,Male,Meerut,Uttar Pradesh,Illiterate,,9,217546,250049,Rented,LN1000766,1615105,Travel,E,13.3,48,2020-08-06,647,18,1,0,50.23,0,7.4242,1,Default
LN1000767,Dinesh Gupta,GLMOT7940E,39,Male,Surat,Gujarat,Illiterate,Unemployed,111,380157,469653,Own,LN1000767,441275,Vehicle Purchase,A,13.66,24,13-05-2024,791,16,6,3,37.81,0,1.1608,0,No Default
LN1000768,Jyoti Shukla,TETEL9041Z,29,Female,Kanpur,Uttar Pradesh,Graduate,Salaried,8,820482,776512,Own,LN1000768,1150147,Personal Use,F,11.92,24,2022-05-20,599,16,5,1,35.79,0,1.4018,1,Default
LN1000769,Pankaj Das,NDWKA1978I,33,Male,Agra,Uttar Pradesh,10th Pass,Unemployed,102,713559,690458,Own,LN1000769,233176,Medical Emergency,A,11.83,48,2021-03-24,794,10,8,1,46.7,0,0.3268,0,No Default
LN1000770,Vikram Das,NPJQD5267Q,32,Male,Meerut,Uttar Pradesh,Graduate,Part-Time,40,446462,528229,Mortgaged,LN1000770,354182,Credit Card Payoff,D,10.09,36,2020-12-26,706,9,8,0,29.37,2,0.7933,1,Default
LN1000771,Hemant Chatterjee,PMFIT9917P,27,Male,Patna,Bihar,Post-Graduate,Part-Time,96,246499,248517,Own,LN1000771,370818,Consumer Durables,F,15.49,24,2024-07-04,605,11,2,0,58.53,0,1.5043,1,Default
LN1000772,Hemant Shukla,AKDBZ3165K,33,Male,Guwahati,Assam,Diploma,Contract/Freelance,30,651708,636417,Parental Home,LN1000772,76702,Education Fees,D,9.75,60,2023-11-26,,4,11,2,23.18,0,0.1177,0,No Default
LN1000773,Mukesh More,CQPBQ8301J,21,Male,Chennai,Tamil Nadu,Post-Graduate,Contract/Freelance,126,447588,389179,Rented,LN1000773,159895,Business Expansion,C,12.14,24,2022-11-26,727,10,6,1,44.85,0,0.3572,1,Default
LN1000774,Krishna Dixit,VWPHQ4256C,30,Male,Kochi,Kerala,Graduate,Salaried,11,150000,179109,Parental Home,LN1000774,168078,Debt Consolidation,D,15.64,36,2022-08-09,699,3,12,3,56.51,0,1.1205,1,Default
LN1000775,Vijay Shinde,PCFEO1563S,32,Male,Faridabad,Haryana,12th Pass,Contract/Freelance,38,707560,692308,Rented,LN1000775,643995,,G,9.81,12,2020-04-12,524,6,11,1,14.34,0,0.9102,1,Default
LN1000776,Parth Tiwari,UPHUW6417G,32,Male,Nashik,Maharashtra,Graduate,Unemployed,6,436027,519782,Mortgaged,LN1000776,666974,Agriculture,F,10.06,60,15 Feb 2023,591,3,10,0,29.85,0,1.5297,1,Default
LN1000777,Esha Patel,CUDEW3805O,32,Female,Raipur,Chhattisgarh,Post-Graduate,Contract/Freelance,28,910246,1032381,Parental Home,LN1000777,454441,CONSUMER DURABLES,E,14.24,36,2021-05-25,630,9,10,0,52.13,0,0.4993,0,No Default
LN1000778,Jitendra Chopra,LMHTG3773Q,34,Male,Ghaziabad,Uttar Pradesh,Post-Graduate,Government Employee,40,229311,290995,Mortgaged,LN1000778,644913,Home Renovation,E,13.98,36,2024-10-03,644,3,6,2,52.36,0,2.8124,0,No Default
LN1000779,Vijay Kapoor,ICPFE6214O,39,Male,Mumbai,Maharashtra,10th Pass,,44,150000,120965,Rented,LN1000779,322899,Medical Emergency,D,,36,2020-09-05,699,18,3,0,32.43,1,2.1527,1,Default
LN1000780,Kavita Bhatt,MUROL3034V,43,Female,Aurangabad,Maharashtra,10th Pass,Retired,21,523059,329397,Own,LN1000780,840163,Wedding Expenses,E,12.2,60,2022-07-23,664,8,1,1,23.98,2,1.6062,1,Default
LN1000781,Madhuri Mishra,ILQWX1399G,28,Female,Amritsar,Punjab,Post-Graduate,Contract/Freelance,3,526990,697265,Company Provided,LN1000781,364452,Business Expansion,G,14.15,48,2020-09-30,543,8,7,0,49.34,0,0.6916,0,No Default
LN1000782,Suresh Pillai,LNAIC3296B,22,Male,Jodhpur,Rajasthan,Illiterate,Part-Time,51,160427,194395,Parental Home,LN1000782,377190,Agriculture,D,16.2,24,2024-06-29,680,15,10,3,52.75,0,2.3512,1,Default
LN1000783,Ajay Dubey,QQKZS2050W,24,Male,Surat,Gujarat,12th Pass,,32,245954,222912,Own,LN1000783,300765,Business Expansion,D,9.88,60,2022-08-09,698,13,5,1,17.53,0,1.2229,0,No Default
LN1000784,Bharat Joshi,YZQMM8780A,30,Male,Thane,Maharashtra,Post-Graduate,Part-Time,7,2310860,2164634,Company Provided,LN1000784,584852,Business Expansion,D,12.65,24,2023-09-29,694,7,12,4,16.94,0,0.2531,0,No Default
LN1000785,Roshni Iyer,PSSEW0814W,31,Female,Mumbai,Maharashtra,Illiterate,Salaried,131,368292,392978,Mortgaged,LN1000785,269725,Travel,C,11.58,36,23-12-2022,736,19,12,1,38.38,0,0.7324,0,No Default
LN1000786,Mamta Sharma,BCOZF6088K,27,Female,Vadodara,Gujarat,Professional Degree,Part-Time,149,685960,706322,Mortgaged,LN1000786,717481,Consumer Durables,C,12.91,48,2023-02-18,716,8,10,0,44.44,0,1.046,1,Default
LN1000787,Omkar Verma,XEZSJ0646B,22,M,Nashik,Maharashtra,Professional Degree,,93,299420,287557,Company Provided,LN1000787,163979,Education Fees,D,12.47,48,2023-05-04,686,10,5,2,30.51,0,0.5477,1,Default
LN1000788,Isha Sinha,BVNSC4215F,30,Female,Indore,Madhya Pradesh,Post-Graduate,Salaried,89,150000,139938,Parental Home,LN1000788,167838,DEBT CONSOLIDATION,E,15.27,12,2021-10-11,644,17,11,3,45.19,0,1.1189,1,Default
